Date(UTC),UnixTimeStamp,eth_etherprice,eth_tx,eth_address,eth_supply,eth_marketcap,eth_hashrate,eth_difficulty,eth_blocks,eth_uncles,eth_blocksize,eth_blocktime,eth_gasprice,eth_gaslimit,eth_gasused,eth_ethersupply,eth_ens_register
1/20/2017,1484870400,10.59,45775,996812,88094541.2812,932.921192168,7527.1882,106.857,5963,375,1609,14.41,22369863556,4005670,1515455427,31121.09375,
1/21/2017,1484956800,10.93,43302,999192,88126065.0312,963.217890792,7733.7168,108.358,6046,368,1504,14.27,22405633901,4006350,1388291037,31523.75,
1/22/2017,1485043200,10.69,47432,1001830,88157642.8438,942.405202,7754.1077,108.811,6065,354,1616,14.18,22118050371,4008101,1643236317,31577.8125,
1/23/2017,1485129600,10.77,46076,1004532,88189141.2812,949.797051599,7918.1929,111.109,6048,354,1612,14.22,22267116021,4007046,1597491636,31498.4375,
1/24/2017,1485216000,10.51,50414,1006944,88220561.75,927.198103993,7831.2888,109.885,6037,351,1754,14.23,22081334070,4006384,1886697084,31420.46875,
1/25/2017,1485302400,10.5,46256,1009369,88251985.3438,926.645846109,7811.0208,110.021,6010,387,1644,14.31,22329866070,4005629,1674958906,31423.59375,
1/26/2017,1485388800,10.65,46856,1012519,88283770.0312,940.222150833,7995.4413,111.654,6081,394,1673,14.14,22478987111,4005536,1623030263,31784.6875,
1/27/2017,1485475200,10.5,46680,1014907,88314884.875,927.306291188,7965.2252,112.707,5985,335,1658,14.36,22449741445,4004172,1559585360,31114.84375,
1/28/2017,1485561600,10.53,45189,1017588,88346412.8438,930.287727245,7948.4087,111.597,6063,347,1628,14.21,22219721089,4004703,1513588184,31527.96875,
1/29/2017,1485648000,10.47,42509,1019716,88377545.9688,925.312906293,7806.189,110.677,5960,372,1523,14.43,22393586898,4004799,1368433239,31133.125,
1/30/2017,1485734400,10.55,45369,1022347,88409461.2812,932.719816517,8008.7446,110.965,6094,406,1579,14.1,22234080218,4004426,1490998292,31915.3125,
1/31/2017,1485820800,10.7,43649,1024108,88440875.1875,946.317364506,8035.4474,112.737,6018,373,1539,14.29,23010693003,4005092,1406776443,31413.90625,
2/1/2017,1485907200,10.71,44541,1026094,88472207.375,947.537340986,7882.049,111.557,6009,362,1607,14.32,22534983936,4004053,1723454015,31332.1875,
2/2/2017,1485993600,10.79,43709,1028070,88503622.2188,954.95408374,8117.6108,113.89,6047,331,1578,14.2,22623466807,4003996,1558834935,31414.84375,
2/3/2017,1486080000,10.94,42778,1029880,88534895.5,968.57175677,7901.9704,112.321,5990,373,1568,14.38,22508635957,4005129,1519386885,31273.28125,
2/4/2017,1486166400,11.32,45410,1032097,88566656.2812,1002.5745491,8085.6263,112.665,6078,385,1560,14.12,22623314914,4005458,1441528397,31760.78125,
2/5/2017,1486252800,11.21,46542,1033882,88598257.8438,993.186470428,8480.8345,118.163,6077,338,1614,14.16,22331019732,4004770,1567592675,31601.5625,
2/6/2017,1486339200,11.32,47306,1035599,88629881.4375,1003.29025787,8517.039,119.234,6050,383,1606,14.21,22488425969,4006549,1599155373,31623.59375,
2/7/2017,1486425600,11.44,51866,1037811,88661372.8438,1014.28610533,8437.3906,119.408,5998,417,1827,14.34,22381838948,4006191,1983099544,31491.40625,
2/8/2017,1486512000,11.39,51089,1040358,88693080.8125,1010.21419045,8613.5409,120.24,6067,387,1764,14.18,22770223820,4007044,1831684518,31707.96875,
2/9/2017,1486598400,10.93,47873,1042268,88724508.0,969.75887244,8630.2683,121.113,6029,354,1630,14.25,22865377988,4006817,1730081198,31427.1875,
2/10/2017,1486684800,11.32,52222,1044332,88756004.4062,1004.71796988,8851.2981,124.421,6040,361,1735,14.23,22403621823,4006488,2034959642,31496.40625,
2/11/2017,1486771200,11.41,46560,1046267,88787594.25,1013.06645039,8899.597,124.729,6038,387,1594,14.22,22195555854,4006035,1761766435,31589.84375,
2/12/2017,1486857600,11.4,45319,1048901,88819163.9375,1012.53846889,9024.3553,126.46,6059,358,1571,14.21,22626108892,4006386,1715520962,31569.6875,
2/13/2017,1486944000,11.39,55990,1051104,88850898.0,1012.01172822,9091.8695,127.523,6070,382,1823,14.19,23210412106,4007567,2340786140,31734.0625,
2/14/2017,1487030400,12.99,58298,1053923,88882368.9375,1154.5819725,9220.0798,129.976,6023,378,1914,14.29,22818886821,4006644,2194959803,31470.9375,
2/15/2017,1487116800,12.96,55320,1056702,88914090.3438,1152.32661085,9298.392,129.591,6089,361,1818,14.14,31915437681,4008972,2349687466,31721.40625,
2/16/2017,1487203200,12.95,49674,1058825,88945630.1875,1151.84591093,9286.9502,129.994,6052,351,1661,14.22,22602328224,4009688,1745086369,31539.84375,
2/17/2017,1487289600,12.73,49406,1060926,88976958.0,1132.67667534,9441.935,133.278,6012,350,1661,14.33,22533195533,4006606,1731885385,31327.8125,
2/18/2017,1487376000,12.83,49398,1063883,89008169.7188,1141.97481749,9563.2843,135.014,5999,343,1773,14.34,23057941420,4006562,1867779741,31211.71875,
2/19/2017,1487462400,12.83,48227,1065920,89039436.9062,1142.37597551,9739.2103,137.219,6019,326,1635,14.31,22391656238,4006797,1612661135,31267.1875,
2/20/2017,1487548800,12.49,50152,1068400,89070824.7188,1112.49460074,9701.1651,137.087,6015,362,1696,14.31,22466228953,4006821,1804435972,31387.8125,
2/21/2017,1487635200,12.79,58434,1071424,89102241.5938,1139.61766998,10010.5654,140.244,6052,320,1989,14.2,22569187220,4007765,2378366614,31416.875,
2/22/2017,1487721600,12.71,50372,1073757,89133228.9375,1132.8833398,9878.51,140.528,5968,319,1790,14.43,22844411723,4009128,2167016939,30987.34375,
2/23/2017,1487808000,13.16,47601,1076071,89164458.4688,1173.40427345,9956.9834,139.771,6019,317,1667,14.29,22741575515,4009303,1835447879,31229.53125,
2/24/2017,1487894400,13.13,54081,1078758,89195722.0625,1171.13983068,9921.6984,140.244,6011,335,1778,14.34,22755690878,4010814,1810426719,31263.59375,
2/25/2017,1487980800,13.56,53245,1081093,89227275.9688,1209.92186214,10123.88,142.922,6039,377,1761,14.28,22580332911,4009354,2017627760,31553.90625,
2/26/2017,1488067200,14.59,51716,1083604,89259096.125,1302.29021246,10602.6615,147.403,6089,381,1713,14.12,22771424431,4012114,1704657840,31820.15625,
2/27/2017,1488153600,15.53,52642,1086792,89290342.5312,1386.67901951,10625.274,150.763,5988,361,1819,14.37,23193818563,4022567,1932296583,31246.40625,
2/28/2017,1488240000,15.88,60277,1091303,89322198.625,1418.43651417,11119.9788,154.531,6107,367,1935,14.08,23580755304,4032516,2140853331,31856.09375,
3/1/2017,1488326400,17.54,59774,1098329,89353343.4688,1567.25764444,10718.1257,152.61,5958,379,2235,14.45,27402631555,4019383,2146017149,31144.84375,
3/2/2017,1488412800,19.06,70779,1104821,89384974.4062,1703.67761218,10915.3639,152.75,6061,370,2209,14.2,23609865289,4020666,2278844062,31630.9375,
3/3/2017,1488499200,19.47,64294,1111646,89416273.3125,1740.93484139,11419.5855,160.218,6006,353,2084,14.31,23008036079,4017598,2015645991,31298.90625,
3/4/2017,1488585600,18.57,58756,1115958,89447445.9688,1661.03907164,11171.4309,158.696,5985,353,1860,14.37,22752613012,4012281,1881415432,31172.65625,
3/5/2017,1488672000,19.26,57031,1120047,89479007.8438,1723.36569107,11701.7413,163.957,6073,340,1821,14.18,22459193729,4008611,1890414773,31561.875,
3/6/2017,1488758400,19.67,57020,1124705,89510160.9688,1760.66486626,11736.4413,166.365,5977,360,1808,14.41,22683379793,4010710,1824348403,31153.125,
3/7/2017,1488844800,18.91,62589,1128534,89541229.7188,1693.22465398,11651.4652,165.933,5978,336,1963,14.43,22439900327,4006006,1962866259,31068.75,
3/8/2017,1488931200,16.53,55386,1132810,89572555.6562,1480.634345,12138.6545,170.548,6016,350,1800,14.29,22717981194,4007589,1749096281,31325.9375,
3/9/2017,1489017600,17.71,64266,1139420,89603365.1875,1586.87559747,12105.6647,173.894,5928,329,2403,14.54,22460423289,4013111,2168001854,30809.53125,
3/10/2017,1489104000,19.18,65132,1145555,89634392.2188,1719.18764276,12144.0613,172.946,5953,353,2190,14.43,25715550291,4009374,2244444377,31027.03125,
3/11/2017,1489190400,21.4,64803,1151496,89665627.6875,1918.84443251,12381.3095,175.151,6002,347,2014,14.35,22822227019,4010983,2121047668,31235.46875,
3/12/2017,1489276800,23.27,66646,1158864,89696477.2188,2087.23702488,12404.6584,177.745,5919,357,2043,14.53,22944292835,4008825,2112935282,30849.53125,
3/13/2017,1489363200,28.43,81718,1170758,89728090.9688,2550.96962624,12817.8346,180.235,6040,400,2452,14.25,23503094188,4013572,3230713433,31613.75,
3/14/2017,1489449600,28.63,77155,1180408,89759305.8125,2569.80892541,12624.5995,179.845,5961,407,2433,14.43,22958465248,4010738,3113154274,31214.84375,
3/15/2017,1489536000,35.04,81205,1190919,89790683.4688,3146.26554875,13008.71,184.132,5986,409,2456,14.37,22877843867,4014215,2732822658,31377.65625,
3/16/2017,1489622400,45.29,109950,1208579,89822111.4375,4068.043427,13093.3706,185.854,5990,423,3071,14.37,23318234775,4024249,3665163840,31427.96875,
3/17/2017,1489708800,44.54,106635,1224321,89853953.3125,4002.09508054,13708.6332,192.81,6046,460,2880,14.22,27329559604,4039328,3367447756,31841.875,
3/18/2017,1489795200,34.03,89920,1236276,89885435.6562,3058.80137538,13956.1955,197.601,5991,435,2513,14.36,22588280322,4043895,2680677691,31482.34375,
3/19/2017,1489881600,43.16,84599,1244923,89916430.1875,3880.79312689,13381.2912,190.867,5950,349,2396,14.48,22676654708,4063474,2539978136,30994.53125,
3/20/2017,1489968000,42.3,80264,1254137,89948100.5,3804.80465115,14240.8505,199.408,6066,374,2316,14.15,22485861954,4094927,2538286690,31670.3125,
3/21/2017,1490054400,42.59,84298,1264243,89979116.9062,3832.21058904,14004.9233,199.631,5957,345,2507,14.46,22401666063,4083835,2722576858,31016.40625,
3/22/2017,1490140800,41.55,78821,1272509,90010489.25,3739.93582834,14303.7526,201.632,6008,383,2368,14.31,22752454613,4160216,2630501522,31372.34375,
3/23/2017,1490227200,43.18,82434,1280501,90041470.1875,3887.9906827,14696.6462,210.879,5914,406,2513,14.55,22541771175,4204180,2732317738,30980.9375,
3/24/2017,1490313600,53.5,87775,1291931,90072311.125,4818.86864519,14717.153,211.0,5913,366,2557,14.54,27441833681,4227395,2802719814,30840.9375,
3/25/2017,1490400000,50.74,84394,1301464,90103373.9375,4571.84519359,14850.0107,211.205,5962,354,2428,14.44,23012529660,4148208,2527232365,31062.8125,
3/26/2017,1490486400,50.51,79534,1308803,90134549.4062,4552.69609051,15592.211,221.175,5981,355,2375,14.37,22249849693,4055066,2604354268,31175.46875,
3/27/2017,1490572800,49.0,94570,1320623,90165551.5938,4418.11202809,16234.1177,231.657,5951,350,2896,14.45,22247794560,4067603,3525902049,31002.1875,
3/28/2017,1490659200,50.21,84348,1329617,90196107.0625,4528.74653561,15956.633,229.549,5900,295,2543,14.61,22247087954,4076318,2829505044,30555.46875,
3/29/2017,1490745600,52.98,93064,1338529,90227375.3438,4780.24634571,16444.6814,232.98,5988,369,2744,14.36,22264312196,4209754,3116605361,31268.28125,
3/30/2017,1490832000,51.77,96209,1352837,90258195.1875,4672.66676486,16508.1931,236.982,5910,355,2853,14.57,22337722011,4194903,3137212539,30819.84375,
3/31/2017,1490918400,49.86,103102,1367188,90289403.4688,4501.82965695,16923.4135,240.139,5971,377,2949,14.39,22421222086,4186445,3436349297,31208.28125,
4/1/2017,1491004800,50.56,80572,1374894,90320254.4062,4566.59206278,16684.6609,239.048,5926,342,2403,14.51,22145659410,4222081,2573095663,30850.9375,
4/2/2017,1491091200,48.53,88948,1385185,90350695.1875,4384.71923745,16718.5386,242.037,5846,337,2669,14.7,22176202916,4251363,2994651161,30440.78125,
4/3/2017,1491177600,44.16,100221,1398126,90381881.4375,3991.26388428,15983.0117,225.778,5979,360,2788,14.4,22176569227,4275871,3376865972,31186.25,
4/4/2017,1491264000,44.44,86279,1408346,90412936.75,4017.95090917,16872.131,240.588,5932,386,2518,14.49,22335006404,4177144,2864503196,31055.3125,
4/5/2017,1491350400,45.1,87411,1418641,90444172.0625,4079.03216002,17294.066,246.279,5986,362,2558,14.41,22438228964,4172167,2984719130,31235.3125,
4/6/2017,1491436800,43.22,95177,1432417,90474896.4375,3910.32502403,17238.063,248.619,5880,364,2799,14.65,22774967565,4147633,3183645283,30724.375,
4/7/2017,1491523200,42.3,92846,1440597,90505970.9688,3828.40257198,17541.6491,249.575,5946,373,2776,14.47,22133175527,4199878,3272867342,31074.53125,
4/8/2017,1491609600,44.45,72144,1447313,90536886.5938,4024.36460909,17605.5606,252.485,5936,340,2249,14.52,22134943280,4167174,2355623725,30915.625,
4/9/2017,1491696000,43.87,74557,1453300,90567128.625,3973.17993278,17278.0448,253.175,5797,349,2358,14.9,21963656913,4081472,2602180314,30242.03125,
4/10/2017,1491782400,43.92,75487,1460327,90597165.8125,3979.02752249,17285.4863,255.973,5758,342,2460,14.97,22330645586,4122521,2760816737,30037.1875,
4/11/2017,1491868800,43.95,75891,1466464,90627616.2812,3983.08373556,17900.816,261.037,5849,331,2377,14.76,22007626117,4058937,2679717515,30450.46875,
4/12/2017,1491955200,46.63,80347,1476683,90657833.3125,4227.37476736,17672.1498,260.942,5779,365,2697,14.98,23067711028,4054299,3182442702,30217.03125,
4/13/2017,1492041600,50.26,84124,1485120,90688173.1562,4557.98758283,17325.6847,254.806,5798,375,2589,14.88,22310955741,4042837,2759203997,30339.84375,
4/14/2017,1492128000,47.92,81155,1492214,90719162.8438,4347.26228347,18877.3819,271.575,5908,402,2451,14.62,22257379067,4060714,2852421954,30989.6875,
4/15/2017,1492214400,49.34,74820,1498803,90749160.9688,4477.5636022,18356.8933,272.397,5721,388,2348,15.08,22240477959,4085220,2598033805,29998.125,
4/16/2017,1492300800,48.64,70634,1503386,90779668.1562,4415.52305912,18623.6556,272.581,5820,390,2220,14.85,22100218538,4064064,2501650359,30507.1875,
4/17/2017,1492387200,48.65,72546,1509763,90810315.6562,4417.92185668,18986.8175,275.532,5861,376,2309,14.73,22255010723,4052528,2751457420,30647.5,
4/18/2017,1492473600,49.88,83303,1518090,90840832.375,4531.14071887,19532.6738,282.74,5861,343,2603,14.67,22747420158,4176945,3260252456,30516.71875,
4/19/2017,1492560000,47.88,85734,1526805,90870444.5625,4350.87688565,19426.3047,288.751,5718,290,2664,15.06,22626922333,4090202,3465363718,29612.1875,
4/20/2017,1492646400,49.36,85450,1536829,90900866.75,4486.86678278,19598.4726,283.972,5859,314,2581,14.67,22480105997,4094391,3408878184,30422.1875,
4/21/2017,1492732800,48.26,81278,1548026,90931344.0938,4388.34666596,20064.6867,290.823,5878,303,2691,14.67,22819358782,4203564,3790138031,30477.34375,
4/22/2017,1492819200,48.41,73539,1555797,90961334.4062,4403.43819861,20304.9606,297.111,5792,286,2429,14.87,22631052480,4242704,3110233611,29990.3125,
4/23/2017,1492905600,48.79,77073,1562427,90991825.6562,4439.49117377,20695.5064,298.451,5864,328,2393,14.67,21898039096,4236509,3017245471,30491.25,
4/24/2017,1492992000,49.94,80531,1572073,91021611.125,4545.61925958,19854.8535,295.212,5721,327,2553,15.06,22992421400,4262866,3142866515,29785.46875,
4/25/2017,1493078400,50.11,93033,1580035,91052368.9375,4562.63420746,20759.4397,298.308,5897,354,2803,14.57,21734015245,4281190,3587460558,30757.8125,
4/26/2017,1493164800,53.28,89642,1596565,91081701.125,4852.83303594,20518.0576,308.931,5637,318,2724,15.27,22048839796,4286926,3389558270,29332.1875,
4/27/2017,1493251200,63.1,104494,1612349,91111031.125,5749.10606399,20819.5764,313.696,5642,312,3095,15.25,22377947330,4281196,3855782843,29330.0,
4/28/2017,1493337600,72.42,106193,1624667,91140713.1562,6600.41044678,22094.2863,328.633,5697,337,3178,15.12,22130700584,4291332,3606508681,29682.03125,
4/29/2017,1493424000,69.85,91335,1635440,91169930.8125,6368.21966725,22674.7072,342.092,5626,301,2793,15.29,22799209590,4286304,3072854430,29217.65625,
4/30/2017,1493510400,79.83,95202,1647543,91199299.4062,7280.4400716,22071.893,332.584,5648,311,3064,15.25,22541845100,4285640,3369941640,29368.59375,
5/1/2017,1493596800,77.53,112202,1663543,91228656.9062,7072.95776994,22307.6652,336.173,5624,340,3544,15.32,22989649815,4289999,4407350348,29357.5,
5/2/2017,1493683200,77.25,110354,1678680,91258093.3125,7049.68770839,22218.5493,335.2,5619,373,3461,15.29,22975461233,4288820,4635194345,29436.40625,
5/3/2017,1493769600,80.37,97334,1690254,91287645.9688,7336.78810651,22633.4701,339.479,5649,361,3028,15.21,22182605256,4288653,3466927160,29552.65625,
5/4/2017,1493856000,94.55,114877,1708629,91317072.5312,8634.02920783,22403.1399,336.421,5649,326,3351,15.25,22523480694,4285326,4146025194,29426.5625,0.0
5/5/2017,1493942400,90.79,108514,1724130,91346771.4375,8293.37337881,23427.2382,349.788,5675,369,3171,15.15,22905913235,4287636,3703774549,29698.90625,0.0
5/6/2017,1494028800,94.82,95014,1739516,91376474.875,8664.31734765,23416.8712,349.26,5678,362,2934,15.14,22254507120,4289623,3895528821,29703.4375,0.0
5/7/2017,1494115200,90.46,106631,1758488,91406355.0312,8268.61887613,23766.8199,353.593,5718,357,3322,15.07,22863576069,4299139,4383783590,29880.15625,0.0
5/8/2017,1494201600,88.39,117509,1777158,91435780.9688,8082.00867983,23598.8389,353.828,5640,338,3409,15.24,22304778708,4297193,4371120763,29425.9375,0.0
5/9/2017,1494288000,86.27,112933,1797526,91465535.9688,7890.73178802,24510.4648,365.57,5672,380,3376,15.13,22419891708,4298025,4941861347,29755.0,29.0
5/10/2017,1494374400,87.83,109673,1817872,91495150.8125,8036.01909586,24265.0815,363.679,5648,375,3227,15.19,22141501610,4300551,4977215293,29614.84375,188.0
5/11/2017,1494460800,88.2,117189,1837631,91524885.3438,8072.49488732,24906.8722,369.262,5702,333,3352,15.03,22276386524,4298185,5037332202,29734.53125,318.0
5/12/2017,1494547200,85.15,107241,1853657,91554775.0312,7795.88909391,25468.5261,379.251,5688,394,3154,15.1,22224260597,4300839,5266065050,29889.6875,343.0
5/13/2017,1494633600,87.96,101332,1867571,91584028.3125,8055.73113037,24940.8708,378.491,5591,357,3065,15.39,22176736929,4303966,5077306379,29253.28125,631.0
5/14/2017,1494720000,88.72,101348,1881351,91612245.8125,8127.83844849,25763.6063,404.779,5402,336,3140,15.92,22054420864,4301829,5160924870,28217.5,603.0
5/15/2017,1494806400,90.32,122792,1899209,91640708.1562,8276.98876067,26374.7001,414.048,5401,403,3831,15.9,22225479222,4300418,6301530936,28462.34375,1267.0
5/16/2017,1494892800,87.8,116341,1919681,91669426.125,8048.57561378,26951.5322,417.08,5457,391,3644,15.67,22338079736,4306289,6372683499,28717.96875,935.0
5/17/2017,1494979200,86.98,140135,1942480,91697325.0312,7975.83333122,25673.1355,408.104,5325,341,4305,16.1,26658490658,4311905,7720771554,27898.90625,1104.0
5/18/2017,1495065600,95.88,137409,1964727,91725805.8125,8794.6702613,26756.3545,414.448,5462,321,4245,15.74,22641931556,4305758,7193965880,28480.78125,1127.0
5/19/2017,1495152000,124.38,161568,1993428,91754187.0625,11412.3857868,27662.8126,431.65,5424,344,4801,15.83,22510140833,4312190,8397664033,28381.25,1694.0
5/20/2017,1495238400,123.06,130912,2017264,91782839.0938,11294.7961789,28704.8846,439.714,5489,329,4179,15.59,22578527232,4304681,7231434396,28652.03125,1842.0
5/21/2017,1495324800,148.0,149699,2041878,91811493.1562,13588.1009871,29014.4596,451.327,5437,402,4586,15.77,22366670221,4308439,7608565060,28654.0625,1986.0
5/22/2017,1495411200,160.39,176255,2074888,91840262.375,14730.2596823,29819.2767,463.103,5468,387,5328,15.71,22950916506,4308849,8262616027,28769.21875,2100.0
5/23/2017,1495497600,169.5,187121,2119587,91868838.4688,15571.7681205,28807.8371,448.717,5419,403,6627,15.83,22876914693,4312520,10792046776,28576.09375,2229.0
5/24/2017,1495584000,193.03,187293,2162097,91897482.8438,17738.9711133,29413.4293,458.978,5427,404,6666,15.77,23511877462,4317916,11331763125,28644.375,3003.0
5/25/2017,1495670400,177.33,183010,2201139,91926318.0,16301.2939709,29573.7133,457.711,5465,413,5952,15.71,22627478169,4311181,9970769428,28835.15625,2234.0
5/26/2017,1495756800,162.83,169818,2235403,91955285.5,14973.079138,29752.9865,456.542,5492,412,5559,15.57,22767260891,4311949,9457379360,28967.5,1917.0
5/27/2017,1495843200,156.63,149450,2262189,91984057.2188,14407.4628822,30399.6414,473.268,5439,431,5127,15.76,22312210827,4309863,8220637008,28771.71875,1971.0
5/28/2017,1495929600,172.86,155271,2288310,92012880.5,15905.3465232,30319.4003,469.177,5453,429,5379,15.7,21916364414,4311272,8823289197,28823.28125,2102.0
5/29/2017,1496016000,194.17,158547,2316858,92042417.8438,17871.8762727,32344.9504,487.713,5579,447,4922,15.32,22429141176,4310470,8502914345,29537.34375,3863.0
5/30/2017,1496102400,228.58,193618,2360680,92072237.2188,21045.8719835,33952.2769,513.217,5581,524,7069,15.3,24758885831,4369809,12123850008,29819.375,3124.0
5/31/2017,1496188800,228.64,214126,2406002,92100985.6562,21057.9693604,33166.6989,519.724,5412,458,6843,15.87,38210063774,4307816,12807114092,28748.4375,1970.0
6/1/2017,1496275200,220.7,199160,2445012,92129055.0312,20332.8824454,35032.0837,561.001,5276,460,6541,16.22,23808562950,4310276,10585577059,28069.375,2043.0
6/2/2017,1496361600,222.04,194911,2486438,92155875.6562,20462.2906307,34748.1009,574.506,5087,372,7542,16.82,22913829909,4479219,12488700413,26820.625,2108.0
6/3/2017,1496448000,224.3,175666,2521601,92183405.8125,20676.7379237,35389.9389,575.748,5206,405,6636,16.51,22677818318,4684698,10201890636,27530.15625,2157.0
6/4/2017,1496534400,244.96,180136,2557692,92210634.5625,22587.9170424,36683.7213,597.678,5160,388,6458,16.61,23508783552,4697427,10633567472,27228.75,2555.0
6/5/2017,1496620800,247.75,190305,2595526,92238426.9062,22852.070266,37220.5713,599.656,5249,411,6439,16.31,22886137204,4695961,9761889950,27792.34375,1748.0
6/6/2017,1496707200,264.26,200523,2638490,92265908.1562,24382.1888894,37971.5981,615.097,5208,388,7374,16.44,23539130279,4698863,10984663716,27481.25,1721.0
6/7/2017,1496793600,255.77,207180,2682778,92293678.9375,23605.9542618,39157.0428,632.534,5239,425,7388,16.39,23555770569,4699189,11557499687,27770.78125,2596.0
6/8/2017,1496880000,259.41,187700,2720240,92321310.1875,23949.0710757,39515.8111,640.655,5209,432,6932,16.43,23571788218,4698879,10261845222,27631.25,1893.0
6/9/2017,1496966400,279.11,215831,2760852,92348960.1875,25775.5182779,39508.5852,639.988,5214,424,7482,16.42,22518978783,4699464,11058393071,27650.0,1748.0
6/10/2017,1497052800,335.95,213356,2804195,92377118.9375,31034.0931071,41872.7093,662.233,5332,400,6592,16.02,22422146714,4695663,9841868154,28158.75,1744.0
6/11/2017,1497139200,339.68,240490,2859713,92405045.6562,31388.1459085,42335.4349,682.857,5246,451,8658,16.37,23843612254,4699049,12661099741,27926.71875,1975.0
6/12/2017,1497225600,394.66,292941,2919025,92433146.2812,36479.6655114,41975.3291,676.331,5237,508,9451,16.31,30391141090,4690819,15111081528,28100.625,1828.0
6/13/2017,1497312000,388.09,280054,2978427,92461422.375,35883.3534095,43492.4743,694.617,5272,515,8807,16.21,24903912970,4694798,12308459502,28276.09375,1785.0
6/14/2017,1497398400,343.84,250410,3031828,92489691.125,31801.6553964,44267.7112,713.189,5293,480,7942,16.15,22812812579,4705729,11460738761,28268.75,1751.0
6/15/2017,1497484800,344.68,261617,3084273,92517889.875,31889.0662821,46001.9979,728.25,5305,452,8192,16.11,23411815379,4707132,11866655521,28198.75,1846.0
6/16/2017,1497571200,353.61,248003,3132387,92546260.8125,32725.2832859,46630.0453,737.125,5336,450,8034,16.03,22083654403,4705482,11936721304,28370.9375,1985.0
6/17/2017,1497657600,368.1,242022,3178828,92574559.875,34076.69549,47877.4934,761.53,5279,506,7958,16.17,20940055933,4706759,11471789945,28299.0625,2067.0
6/18/2017,1497744000,351.53,245957,3231660,92603147.375,32552.7843967,49167.6342,769.923,5347,488,7931,15.97,19777146521,4707117,12442644327,28587.5,1804.0
6/19/2017,1497830400,358.2,286209,3292231,92631780.3438,33180.7037191,48994.2646,775.466,5334,523,8956,16.0,21054562068,4707483,13844965069,28632.96875,1734.0
6/20/2017,1497916800,350.53,308488,3354447,92658489.7188,32479.5804011,49710.0379,847.174,4967,500,9258,17.32,35606261848,4708118,16318742376,26709.375,920.0
6/21/2017,1498003200,325.3,221289,3386889,92684640.5,30150.3135547,50745.629,874.309,4898,449,6195,17.52,58264077197,4710146,16194449431,26150.78125,598.0
6/22/2017,1498089600,320.97,284225,3442987,92711173.7812,29757.5054486,51035.432,872.419,4944,477,8691,17.31,41150573699,4711355,16900771803,26533.28125,2285.0
6/23/2017,1498176000,326.85,276012,3499011,92737276.2812,30311.1787525,50863.8817,881.532,4890,436,9123,17.53,40960227374,4711232,12816221982,26102.5,2498.0
6/24/2017,1498262400,304.54,250570,3549828,92763771.2812,28250.278906,52432.2312,888.68,4939,476,8935,17.25,47309213754,4711131,13618865563,26495.0,2111.0
6/25/2017,1498348800,279.36,231135,3593921,92790154.4062,25921.8575349,53050.104,904.654,4926,460,8979,17.32,34521352334,4710925,12409519930,26383.125,2067.0
6/26/2017,1498435200,253.68,316788,3646944,92816853.4688,23545.779388,54476.8066,923.853,4965,498,9544,17.2,49580734026,4711354,13547864341,26699.0625,907.0
6/27/2017,1498521600,286.14,252995,3688934,92843435.8125,26566.2207234,55435.8653,930.359,5001,415,7911,17.06,31580245373,4711731,11678415830,26582.34375,1796.0
6/28/2017,1498608000,315.86,274241,3739249,92870078.4688,29333.9429851,55902.4878,950.061,4961,489,10005,17.24,43482890266,4714751,15232354556,26642.65625,2096.0
6/29/2017,1498694400,292.9,263791,3787958,92897087.375,27209.5568921,57370.5804,962.749,5027,497,9460,16.96,35022170593,5348530,14345970753,27008.90625,2141.0
6/30/2017,1498780800,280.68,252652,3835524,92923943.625,26081.8924967,58103.4759,972.009,5036,444,8800,16.98,27223635401,6700851,13795600568,26856.25,2075.0
7/1/2017,1498867200,261.0,240465,3871530,92950626.75,24260.1135817,59257.8637,992.636,5009,436,8106,17.05,26689728580,6705064,12521038121,26683.125,1573.0
7/2/2017,1498953600,283.99,248617,3905337,92977339.0938,26404.6345292,60043.2459,1002.208,5034,407,8503,16.97,25581333280,6705848,13002683664,26712.34375,1902.0
7/3/2017,1499040000,276.41,302032,3960081,93004470.3438,25707.3656477,61066.6592,1012.942,5052,492,10143,16.85,28117349173,6706724,16175176848,27131.25,2010.0
7/4/2017,1499126400,269.05,281465,4010868,93031836.125,25030.2155094,62015.5576,1027.254,5078,521,10132,16.81,24664144555,6705980,15136378093,27365.78125,1712.0
7/5/2017,1499212800,266.0,271606,4053898,93058596.4375,24753.5866524,60558.053,1022.956,4985,490,10094,17.16,26133024523,6704885,14865252727,26760.3125,1595.0
7/6/2017,1499299200,265.88,258791,4089182,93085523.0,24749.5788552,62188.5082,1037.217,5046,450,8830,16.96,24841070314,6704387,13174610768,26926.5625,1774.0
7/7/2017,1499385600,240.94,295389,4131556,93112810.9688,22434.6006748,62980.5055,1038.186,5084,499,9709,16.78,27021742038,6705034,13873012367,27287.96875,1925.0
7/8/2017,1499472000,245.67,248142,4169731,93139877.375,22881.6736747,63970.8599,1055.963,5087,433,8884,16.78,26089973919,6708736,12858510908,27066.40625,1586.0
7/9/2017,1499558400,237.72,225189,4199674,93166818.1562,22147.6160121,64815.0977,1071.108,5094,397,6980,16.81,26860797614,6718282,10477343982,26940.78125,1767.0
